CustomerID,CustomerSegment,AcquisitionChannel,TenureMonths,SupportCalls,TotalSpend_USD,ChurnStatus
CUST_03405,Premium,Google Search,37,5,2046.07,0
CUST_03406,Premium,Organic,14,4,4215.3,0
CUST_03407,Basic,Facebook Ads,8,0,2126.92,1
CUST_03408,Standard,Facebook Ads,33,1,2958.4,0
CUST_03409,Standard,Organic,42,3,1190.25,0
CUST_03410,Basic,Organic,45,2,2543.72,0
CUST_03411,Basic,Organic,9,1,375.67,0
CUST_03412,Standard,Google Search,22,5,819.28,1
CUST_03413,Premium,Organic,41,2,1712.12,0
CUST_03414,Premium,Google Search,16,5,3789.63,1
CUST_03415,Premium,Google Search,11,3,229.32,0
CUST_03416,Standard,Facebook Ads,2,7,3325.88,0
CUST_03417,Premium,Organic,6,5,3606.95,0
CUST_03418,Standard,Organic,43,0,2217.69,0
CUST_03419,Standard,Organic,32,5,398.9,1
CUST_03420,Standard,Email Marketing,43,5,4069.02,0
CUST_03421,Standard,Facebook Ads,5,0,786.9,0
CUST_03422,Basic,Google Search,48,3,3095.54,0
CUST_03423,Premium,Facebook Ads,10,0,4096.7,0
CUST_03424,Standard,Google Search,42,7,1746.79,1
CUST_03425,Basic,Facebook Ads,42,4,3687.7,0
CUST_03426,Premium,Google Search,42,4,3319.86,0
CUST_03427,Premium,Organic,1,6,751.59,0
CUST_03428,Standard,Email Marketing,2,4,1902.06,0
CUST_03429,Basic,Google Search,29,5,363.91,1
CUST_03430,Basic,Email Marketing,35,7,198.91,1
CUST_03431,Standard,Email Marketing,45,7,1631.15,0
CUST_03432,Premium,Google Search,33,5,3090.18,0
CUST_03433,Basic,Email Marketing,36,5,258.3,1
CUST_03434,Premium,Organic,40,3,3104.95,0
CUST_03435,Basic,Email Marketing,1,4,4044.89,0
CUST_03436,Standard,Email Marketing,28,3,651.5,0
CUST_03437,Standard,Organic,10,4,541.69,0
CUST_03438,Premium,Email Marketing,18,3,457.6,0
CUST_03439,Standard,Organic,29,0,1649.69,0
CUST_03440,Standard,Organic,38,3,2713.8,0
CUST_03441,Basic,Email Marketing,39,2,4076.32,0
CUST_03442,Premium,Email Marketing,7,5,1911.78,0
CUST_03443,Premium,Google Search,39,7,3135.06,0
CUST_03444,Standard,Email Marketing,3,5,1087.67,0
CUST_03445,Standard,Google Search,18,2,423.43,0
CUST_03446,Standard,Email Marketing,4,6,4388.12,0
CUST_03447,Premium,Facebook Ads,47,7,779.92,0
CUST_03448,Standard,Facebook Ads,30,0,209.16,0
CUST_03449,Basic,Organic,29,5,52.73,0
CUST_03450,Standard,Organic,8,3,2496.98,0
CUST_03451,Basic,Organic,43,5,259.55,1
CUST_03452,Basic,Google Search,6,7,100.16,1
CUST_03453,Standard,Organic,40,6,1828.83,0
CUST_03454,Standard,Email Marketing,10,2,4155.09,0
CUST_03455,Premium,Organic,12,6,952.23,0
CUST_03456,Premium,Organic,1,5,2767.89,0
CUST_03457,Standard,Organic,45,7,1523.62,0
CUST_03458,Basic,Facebook Ads,27,2,4076.1,0
CUST_03459,Standard,Google Search,34,4,4193.28,1
CUST_03460,Basic,Organic,44,6,260.84,1
CUST_03461,Standard,Google Search,25,4,1559.4,0
CUST_03462,Premium,Google Search,5,1,2611.83,0
CUST_03463,Basic,Facebook Ads,15,2,2336.43,0
CUST_03464,Basic,Email Marketing,39,5,358.39,1
CUST_03465,Standard,Facebook Ads,6,3,3625.97,0
CUST_03466,Basic,Facebook Ads,43,1,4074.62,0
CUST_03467,Premium,Email Marketing,15,3,580.22,0
CUST_03468,Standard,Google Search,35,4,1140.71,0
CUST_03469,Premium,Facebook Ads,34,2,3068.5,0
CUST_03470,Premium,Organic,28,7,3719.24,0
CUST_03471,Premium,Organic,1,1,3177.05,1
CUST_03472,Basic,Email Marketing,8,3,3129.79,0
CUST_03473,Premium,Organic,16,6,540.17,0
CUST_03474,Standard,Google Search,23,1,1916.07,0
CUST_03475,Basic,Organic,30,2,2277.51,0
CUST_03476,Premium,Facebook Ads,48,1,4155.84,0
CUST_03477,Premium,Email Marketing,38,6,1380.99,0
CUST_03478,Basic,Facebook Ads,48,2,2699.5,0
CUST_03479,Standard,Facebook Ads,19,0,3707.09,0
CUST_03480,Premium,Facebook Ads,1,7,1318.34,0
CUST_03481,Basic,Facebook Ads,25,4,3579.51,1
CUST_03482,Basic,Facebook Ads,32,2,3036.78,0
CUST_03483,Premium,Google Search,32,1,1693.58,0
CUST_03484,Premium,Organic,23,6,772.45,0
CUST_03485,Premium,Facebook Ads,37,0,4498.51,0
CUST_03486,Basic,Organic,42,5,222.46,1
CUST_03487,Premium,Facebook Ads,34,4,1793.79,0
CUST_03488,Basic,Google Search,10,3,3297.09,0
CUST_03489,Premium,Facebook Ads,36,6,1157.49,0
CUST_03490,Basic,Organic,40,5,360.39,1
CUST_03491,Standard,Email Marketing,9,5,2505.86,0
CUST_03492,Standard,Google Search,10,4,1886.62,0
CUST_03493,Premium,Email Marketing,10,7,2674.83,0
CUST_03494,Basic,Organic,16,4,830.06,1
CUST_03495,Basic,Email Marketing,3,4,1566.95,0
CUST_03496,Premium,Google Search,39,6,1503.6,0
CUST_03497,Standard,Facebook Ads,19,1,4060.74,0
CUST_03498,Basic,Organic,9,5,261.31,1
CUST_03499,Standard,Organic,14,2,986.12,0
CUST_03500,Basic,Organic,15,5,246.16,1
CUST_03501,Basic,Organic,46,3,969.11,0
CUST_03502,Standard,Facebook Ads,44,1,354.02,0
CUST_03503,Basic,Facebook Ads,7,2,1681.73,0
CUST_03504,Standard,Organic,4,7,527.73,0
CUST_03505,Standard,Google Search,11,4,1904.23,0
CUST_03506,Standard,Google Search,23,2,2340.11,0
CUST_03507,Standard,Facebook Ads,9,6,3321.62,0
CUST_03508,Premium,Email Marketing,33,4,2790.34,0
CUST_03509,Standard,Google Search,19,7,1725.69,0
CUST_03510,Premium,Facebook Ads,6,3,2125.28,0
CUST_03511,Basic,Email Marketing,34,4,1359.48,0
CUST_03512,Premium,Google Search,17,0,1335.07,0
CUST_03513,Standard,Google Search,14,5,2776.69,0
CUST_03514,Standard,Google Search,39,1,3940.55,0
CUST_03515,Basic,Organic,29,7,364.91,1
CUST_03516,Premium,Google Search,40,0,3863.8,0
CUST_03517,Standard,Organic,3,7,512.56,0
CUST_03518,Basic,Email Marketing,45,0,3003.78,0
CUST_03519,Premium,Google Search,1,1,1840.55,0
CUST_03520,Premium,Email Marketing,2,4,1756.14,1
CUST_03521,Standard,Facebook Ads,19,5,2637.77,0
CUST_03522,Premium,Google Search,27,4,2036.26,0
CUST_03523,Basic,Organic,6,1,3359.65,0
CUST_03524,Basic,Facebook Ads,20,3,3495.12,0
CUST_03525,Premium,Organic,10,6,2642.1,0
CUST_03526,Premium,Facebook Ads,26,1,336.99,1
CUST_03527,Premium,Facebook Ads,33,4,4201.83,0
CUST_03528,Basic,Google Search,32,3,4125.37,0
CUST_03529,Basic,Facebook Ads,9,7,342.22,1
CUST_03530,Premium,Facebook Ads,22,6,918.11,0
CUST_03531,Basic,Email Marketing,25,0,2722.02,0
CUST_03532,Premium,Organic,39,2,499.94,0
CUST_03533,Basic,Facebook Ads,43,6,206.9,0
CUST_03534,Standard,Google Search,45,2,4091.2,1
CUST_03535,Premium,Organic,13,4,2412.31,0
CUST_03536,Basic,Google Search,48,3,1441.7,0
CUST_03537,Basic,Email Marketing,41,6,176.99,1
CUST_03538,Standard,Google Search,40,3,1135.14,0
CUST_03539,Premium,Facebook Ads,29,6,3978.58,0
CUST_03540,Premium,Google Search,42,5,4180.73,0
CUST_03541,Basic,Email Marketing,20,5,361.32,1
CUST_03542,Basic,Facebook Ads,33,UNKNOWN,263.01,1
CUST_03543,Standard,Email Marketing,48,4,4241.53,0
CUST_03544,Premium,Facebook Ads,17,3,1493.41,0
CUST_03545,Basic,Google Search,9,1,3463.95,0
CUST_03546,Premium,Organic,47,7,4441.68,0
CUST_03547,Standard,Google Search,18,6,3933.43,0
CUST_03548,Premium,Facebook Ads,44,UNKNOWN,3887.91,0
CUST_03549,Standard,Organic,40,1,1871.3,0
CUST_03550,Basic,Google Search,28,3,1467.5,0
CUST_03551,Standard,Email Marketing,40,1,522.77,0
CUST_03552,Premium,Google Search,29,2,552.24,0
CUST_03553,Premium,Email Marketing,30,1,4372.28,0
CUST_03554,Premium,Google Search,10,7,2983.34,0
CUST_03555,Premium,Facebook Ads,45,7,1158.52,0
CUST_03556,Basic,Email Marketing,3,6,120.93,0
CUST_03557,Premium,Organic,4,0,2817.93,0
CUST_03558,Standard,Email Marketing,33,0,3575.4,0
CUST_03559,Standard,Organic,36,0,1902.94,0
CUST_03560,Basic,Google Search,7,5,146.58,1
CUST_03561,Premium,Organic,8,7,241.41,0
CUST_03562,Basic,Organic,17,4,4155.83,0
CUST_03563,Premium,Organic,34,3,4270.73,0
CUST_03564,Basic,Email Marketing,6,6,91.02,1
CUST_03565,Premium,Facebook Ads,44,0,952.45,0
CUST_03566,Premium,Organic,46,6,4308.31,0
CUST_03567,Basic,Facebook Ads,43,6,125.92,0
CUST_03568,Basic,Organic,19,6,356.8,1
CUST_03569,Basic,Google Search,24,4,2320.43,0
CUST_03570,Standard,Organic,36,3,1709.26,0
CUST_03571,Premium,Email Marketing,29,2,1123.51,0
CUST_03572,Basic,Facebook Ads,41,7,230.3,0
CUST_03573,Premium,Email Marketing,26,2,4264.85,0
CUST_03574,Standard,Organic,37,6,565.32,0
CUST_03575,Standard,Email Marketing,8,7,4094.23,0
CUST_03576,Standard,Email Marketing,36,4,2544.32,0
CUST_03577,Standard,Google Search,48,5,2254.93,1
CUST_03578,Basic,Organic,12,6,390.9,1
CUST_03579,Standard,Google Search,19,4,1647.79,0
CUST_03580,Premium,Google Search,24,6,3989.36,0
CUST_03581,Basic,Email Marketing,42,5,57.01,1
CUST_03582,Standard,Organic,35,5,2588.16,0
CUST_03583,Basic,Organic,15,3,948.97,0
CUST_03584,Premium,Organic,39,4,4066.03,0
CUST_03585,Premium,Facebook Ads,38,0,4282.33,0
CUST_03586,Premium,Organic,45,1,4083.12,0
CUST_03587,Standard,Organic,5,0,4039.62,0
CUST_03588,Standard,Facebook Ads,14,2,2784.65,0
CUST_03589,Basic,Facebook Ads,39,5,136.61,1
CUST_03590,Premium,Google Search,27,3,1861.28,0
CUST_03591,Standard,Email Marketing,40,7,4170.33,0
CUST_03592,Basic,Google Search,30,0,3879.92,0
CUST_03593,Premium,Google Search,2,0,2253.67,1
CUST_03594,Standard,Organic,31,7,1937.64,0
CUST_03595,Premium,Google Search,15,2,3903.04,0
CUST_03596,Standard,Facebook Ads,9,1,2906.99,0
CUST_03597,Premium,Facebook Ads,45,0,3046.57,0
CUST_03598,Premium,Facebook Ads,31,0,4456.43,0
CUST_03599,Standard,Email Marketing,40,7,2292.78,0
CUST_03600,Premium,Google Search,48,3,3356.71,0
CUST_03601,Basic,Google Search,4,6,264.18,1
CUST_03602,Basic,Email Marketing,28,7,137.01,1
CUST_03603,Basic,Email Marketing,7,5,144.18,1
CUST_03604,Basic,Email Marketing,39,6,353.83,0
CUST_03605,Standard,Google Search,37,1,769.3,0
CUST_03606,Standard,Email Marketing,16,2,1345.51,0
CUST_03607,Standard,Email Marketing,48,1,1979.48,1
CUST_03608,Standard,Google Search,15,3,2286.13,0
CUST_03609,Premium,Facebook Ads,42,5,2294.01,0
CUST_03610,Standard,Google Search,25,3,3344.8,0
CUST_03611,Basic,Email Marketing,20,4,2591.43,0
CUST_03612,Premium,Facebook Ads,16,6,2627.61,0
CUST_03613,Basic,Facebook Ads,14,7,204.83,0
CUST_03614,Standard,Facebook Ads,21,2,NaN,0
CUST_03615,Standard,Email Marketing,25,UNKNOWN,824.1,0
CUST_03616,Basic,Organic,43,6,305.36,1
CUST_03617,Premium,Google Search,18,7,4122.14,0
CUST_03618,Premium,Google Search,38,7,3862.11,0
CUST_03619,Premium,Google Search,7,1,2270.98,0
CUST_03620,Standard,Organic,31,0,1952.6,0
CUST_03621,Premium,Email Marketing,17,7,998.86,0
CUST_03622,Premium,Facebook Ads,37,2,2941.56,0
CUST_03623,Standard,Organic,40,0,1485.75,0
CUST_03624,Standard,Facebook Ads,33,5,3476.92,1
CUST_03625,Standard,Google Search,6,3,2921.18,0
CUST_03626,Standard,Google Search,23,0,1657.49,0
CUST_03627,Premium,Organic,7,6,3532.62,0
CUST_03628,Basic,Facebook Ads,44,3,4210.55,0
CUST_03629,Premium,Google Search,6,6,3550.61,0
CUST_03630,Premium,Google Search,36,3,2950.68,1
CUST_03631,Premium,Email Marketing,14,0,1157.46,0
CUST_03632,Standard,Facebook Ads,24,0,206.57,0
CUST_03633,Premium,Organic,24,2,3497.33,0
CUST_03634,Premium,Facebook Ads,5,6,4199.88,0
CUST_03635,Basic,Email Marketing,46,3,604.95,0
CUST_03636,Premium,Email Marketing,13,6,2142.82,0
CUST_03637,Basic,Google Search,47,5,278.41,1
CUST_03638,Standard,Facebook Ads,43,1,1742.51,0
CUST_03639,Premium,Organic,11,7,321.07,0
CUST_03640,Standard,Email Marketing,47,6,3155.85,0
CUST_03641,Standard,Facebook Ads,22,2,1626.65,0
CUST_03642,Standard,Email Marketing,19,7,2924.23,0
CUST_03643,Premium,Google Search,23,4,2852.88,0
CUST_03644,Standard,Google Search,36,0,4319.22,0
CUST_03645,Premium,Organic,35,4,1351.35,0
CUST_03646,Standard,Email Marketing,2,3,2262.13,1
CUST_03647,Basic,Email Marketing,22,4,1083.55,0
CUST_03648,Standard,Email Marketing,35,2,1582.42,0
CUST_03649,Basic,Google Search,25,2,3886.28,0
CUST_03650,Basic,Google Search,23,4,831.92,0
CUST_03651,Standard,Google Search,39,4,173.0,1
CUST_03652,Premium,Email Marketing,15,0,1389.81,0
CUST_03653,Standard,Google Search,42,6,3751.15,0
CUST_03654,Basic,Email Marketing,7,0,2843.24,0
CUST_03655,Basic,Facebook Ads,5,6,133.8,1
CUST_03656,Basic,Google Search,48,6,116.0,1
CUST_03657,Premium,Facebook Ads,1,4,2994.41,0
CUST_03658,Standard,Email Marketing,38,5,3204.57,0
CUST_03659,Premium,Email Marketing,23,7,978.22,0
CUST_03660,Premium,Google Search,12,7,2057.26,0
CUST_03661,Premium,Google Search,38,3,1558.07,0
CUST_03662,Basic,Email Marketing,30,2,2285.57,0
CUST_03663,Basic,Organic,24,6,166.96,0
CUST_03664,Premium,Organic,9,0,773.33,0
CUST_03665,Basic,Google Search,16,6,231.86,1
CUST_03666,Premium,Organic,38,2,662.29,0
CUST_03667,Standard,Organic,7,2,1278.04,1
CUST_03668,Premium,Google Search,21,6,2919.71,0
CUST_03669,Basic,Organic,25,5,108.29,1
CUST_03670,Basic,Organic,23,2,396.84,0
CUST_03671,Standard,Google Search,18,1,568.99,0
CUST_03672,Basic,Facebook Ads,37,1,2160.98,0
CUST_03673,Premium,Organic,2,0,2238.62,0
CUST_03674,Basic,Facebook Ads,4,3,1256.23,0
CUST_03675,Premium,Email Marketing,4,2,3464.47,0
CUST_03676,Standard,Google Search,30,7,1061.71,0
CUST_03677,Standard,Email Marketing,40,5,3633.69,0
CUST_03678,Premium,Facebook Ads,16,4,1764.39,1
CUST_03679,Standard,Facebook Ads,18,3,1114.17,0
CUST_03680,Standard,Facebook Ads,12,3,1359.2,0
CUST_03681,Premium,Email Marketing,33,3,1743.84,0
CUST_03682,Premium,Google Search,27,2,2064.06,0
CUST_03683,Premium,Google Search,21,0,763.42,1
CUST_03684,Premium,Organic,1,4,2567.95,0
CUST_03685,Premium,Email Marketing,23,3,1586.81,0
CUST_03686,Standard,Email Marketing,26,3,767.44,0
CUST_03687,Basic,Organic,21,3,1663.38,0
CUST_03688,Basic,Organic,13,4,3295.81,1
CUST_03689,Premium,Organic,8,6,503.64,0
CUST_03690,Standard,Organic,46,7,3638.25,0
CUST_03691,Basic,Facebook Ads,34,0,2580.09,0
CUST_03692,Standard,Email Marketing,48,6,4014.66,0
CUST_03693,Standard,Organic,8,3,3262.0,0
CUST_03694,Basic,Facebook Ads,18,4,1350.79,0
CUST_03695,Standard,Email Marketing,32,5,1078.55,0
CUST_03696,Premium,Organic,16,0,1407.78,0
CUST_03697,Basic,Email Marketing,29,7,294.34,1
CUST_03698,Premium,Organic,42,7,218.32,0
CUST_03699,Standard,Facebook Ads,19,6,1118.42,0
CUST_03700,Standard,Google Search,43,1,3132.31,0
CUST_03701,Standard,Email Marketing,25,3,591.84,0
CUST_03702,Basic,Google Search,38,5,274.64,1
CUST_03703,Standard,Email Marketing,41,5,2431.43,0
CUST_03704,Basic,Facebook Ads,20,3,3692.93,0
CUST_03705,Standard,Email Marketing,31,4,1635.44,0
CUST_03706,Premium,Email Marketing,21,0,1245.3,0
CUST_03707,Standard,Organic,46,3,3626.04,0
CUST_03708,Premium,Organic,42,2,4034.53,0
CUST_03709,Standard,Email Marketing,28,7,3859.32,0
CUST_03710,Standard,Organic,23,5,3446.94,0
CUST_03711,Basic,Organic,42,0,3645.72,0
CUST_03712,Basic,Google Search,20,2,1374.63,0
CUST_03713,Premium,Organic,23,2,445.69,0
CUST_03714,Premium,Google Search,17,1,532.37,0
CUST_03715,Standard,Google Search,12,4,3502.94,0
CUST_03716,Premium,Facebook Ads,12,2,2361.71,0
CUST_03717,Basic,Google Search,46,5,96.66,0
CUST_03718,Standard,Google Search,6,4,4146.31,0
CUST_03719,Standard,Facebook Ads,39,7,263.52,0
CUST_03720,Basic,Organic,28,4,1602.71,0
CUST_03721,Basic,Facebook Ads,9,6,381.97,1
CUST_03722,Standard,Organic,6,4,2507.39,0
CUST_03723,Standard,Email Marketing,16,4,4265.42,0
CUST_03724,Premium,Facebook Ads,48,2,3820.99,0
CUST_03725,Basic,Google Search,32,7,156.41,1
CUST_03726,Standard,Email Marketing,22,0,4178.56,0
CUST_03727,Basic,Google Search,9,7,89.26,0
CUST_03728,Premium,Email Marketing,4,2,1239.53,0
CUST_03729,Premium,Organic,45,2,1256.71,0
CUST_03730,Premium,Email Marketing,41,5,1771.59,1
CUST_03731,Standard,Facebook Ads,18,1,2061.16,0
CUST_03732,Standard,Google Search,11,3,2903.4,0
CUST_03733,Standard,Email Marketing,32,4,4157.93,0
CUST_03734,Premium,Facebook Ads,13,6,2249.02,0
CUST_03735,Premium,Email Marketing,19,1,2273.9,0
CUST_03736,Standard,Facebook Ads,15,7,4207.92,0
CUST_03737,Basic,Organic,39,2,855.35,0
CUST_03738,Standard,Organic,32,4,3735.97,0
CUST_03739,Standard,Facebook Ads,19,2,4341.92,0
CUST_03740,Premium,Facebook Ads,26,6,2989.56,0
CUST_03741,Premium,Google Search,8,0,2861.99,0
CUST_03742,Standard,Google Search,40,1,4407.6,0
CUST_03743,Basic,Facebook Ads,41,3,1114.71,0
CUST_03744,Basic,Email Marketing,30,0,4125.74,0
CUST_03745,Premium,Facebook Ads,28,2,1247.13,0
CUST_03746,Premium,Organic,27,6,1917.0,0
CUST_03747,Standard,Organic,5,1,3113.8,0
CUST_03748,Standard,Google Search,48,3,2738.13,0
CUST_03749,Standard,Facebook Ads,47,4,3668.8,1
CUST_03750,Basic,Email Marketing,27,3,2903.56,0
CUST_03751,Premium,Email Marketing,38,0,NaN,0
CUST_03752,Standard,Email Marketing,1,3,332.56,0
CUST_03753,Basic,Facebook Ads,43,7,86.87,0
CUST_03754,Basic,Facebook Ads,4,5,279.51,1
CUST_03755,Basic,Organic,45,3,879.96,0
CUST_03756,Basic,Facebook Ads,23,4,4300.81,0
CUST_03757,Premium,Organic,21,7,234.43,0
CUST_03758,Basic,Facebook Ads,27,4,3850.38,0
CUST_03759,Basic,Organic,25,5,198.14,1
CUST_03760,Standard,Email Marketing,26,7,521.93,0
CUST_03761,Basic,Google Search,37,2,1158.17,0
CUST_03762,Standard,Google Search,45,2,2318.99,0
CUST_03763,Premium,Email Marketing,23,2,3567.01,1
CUST_03764,Basic,Google Search,39,4,4338.32,0
CUST_03765,Premium,Email Marketing,45,6,1041.52,0
CUST_03766,Premium,Organic,43,3,4044.05,0
CUST_03767,Premium,Google Search,10,6,3557.79,0
CUST_03768,Premium,Organic,29,1,4270.78,0
CUST_03769,Premium,Organic,14,6,1087.33,1
CUST_03770,Basic,Email Marketing,43,6,211.76,1
CUST_03771,Premium,Email Marketing,38,5,2709.51,0
CUST_03772,Basic,Google Search,41,4,185.41,0
CUST_03773,Premium,Facebook Ads,42,1,4012.69,0
CUST_03774,Premium,Google Search,17,7,544.42,0
CUST_03775,Basic,Facebook Ads,36,2,470.93,0
CUST_03776,Premium,Email Marketing,3,3,2865.66,0
CUST_03777,Premium,Email Marketing,11,7,3505.12,0
CUST_03778,Premium,Email Marketing,22,5,1237.73,0
CUST_03779,Premium,Google Search,23,7,1036.55,0
CUST_03780,Basic,Email Marketing,48,6,335.1,1
CUST_03781,Premium,Facebook Ads,20,5,2049.86,0
CUST_03782,Basic,Google Search,10,2,3229.06,0
CUST_03783,Standard,Facebook Ads,6,1,3864.81,0
CUST_03784,Basic,Google Search,34,0,3186.82,0
CUST_03785,Standard,Google Search,16,4,262.1,0
CUST_03786,Basic,Organic,34,3,3692.55,0
CUST_03787,Standard,Google Search,46,1,4058.04,0
CUST_03788,Basic,Facebook Ads,13,6,180.08,1
CUST_03789,Premium,Facebook Ads,15,5,1037.68,0
CUST_03790,Basic,Organic,23,2,2765.46,0
CUST_03791,Premium,Organic,35,4,4262.82,0
CUST_03792,Premium,Facebook Ads,16,2,2799.95,1
CUST_03793,Premium,Facebook Ads,33,3,344.34,0
CUST_03794,Standard,Email Marketing,27,6,2136.99,0
CUST_03795,Premium,Google Search,44,0,2736.1,0
CUST_03796,Premium,Organic,26,4,857.88,0
CUST_03797,Standard,Google Search,31,2,2327.26,0
CUST_03798,Standard,Email Marketing,25,3,1988.87,0
CUST_03799,Basic,Google Search,37,7,259.5,1
CUST_03800,Standard,Email Marketing,34,4,2090.7,1
CUST_03801,Basic,Facebook Ads,21,3,3753.33,0
CUST_03802,Standard,Google Search,36,2,2064.32,0
CUST_03803,Standard,Google Search,46,1,311.35,0
CUST_03804,Premium,Email Marketing,3,3,332.62,0
CUST_03805,Premium,Email Marketing,43,6,1938.7,0
CUST_03806,Standard,Google Search,6,7,3498.72,0
CUST_03807,Premium,Facebook Ads,2,6,2464.96,0
CUST_03808,Premium,Google Search,13,0,327.78,1
CUST_03809,Basic,Google Search,13,7,225.06,0
CUST_03810,Standard,Email Marketing,27,3,2908.55,0
CUST_03811,Basic,Organic,39,1,546.79,0
CUST_03812,Standard,Google Search,33,5,4078.79,0
CUST_03813,Standard,Email Marketing,11,5,3737.47,0
CUST_03814,Standard,Email Marketing,8,5,4132.67,0
CUST_03815,Premium,Email Marketing,14,0,3172.75,0
CUST_03816,Standard,Organic,32,0,1304.03,0
CUST_03817,Standard,Organic,26,4,3461.03,0
CUST_03818,Standard,Organic,19,1,3890.43,0
CUST_03819,Premium,Organic,32,6,1189.03,0
CUST_03820,Basic,Google Search,34,6,299.89,1
CUST_03821,Standard,Facebook Ads,39,7,2001.58,0
CUST_03822,Standard,Google Search,7,4,2335.41,1
CUST_03823,Basic,Google Search,10,4,1395.59,0
CUST_03824,Premium,Organic,35,7,3829.29,0
CUST_03825,Premium,Google Search,32,1,2558.33,0
CUST_03826,Basic,Google Search,14,2,3273.18,0
CUST_03827,Basic,Google Search,38,2,3296.41,0
CUST_03828,Basic,Email Marketing,36,4,2425.2,0
CUST_03829,Basic,Organic,2,2,3159.71,0
CUST_03830,Basic,Organic,8,0,2612.79,0
CUST_03831,Basic,Organic,34,1,2244.44,0
CUST_03832,Premium,Google Search,16,1,2631.43,0
CUST_03833,Standard,Email Marketing,28,1,556.22,0
CUST_03834,Basic,Organic,9,7,133.49,1
CUST_03835,Basic,Google Search,21,2,709.18,0
CUST_03836,Standard,Email Marketing,18,4,2189.01,0
CUST_03837,Standard,Organic,46,3,4163.35,0
CUST_03838,Standard,Organic,19,3,3807.33,0
CUST_03839,Standard,Email Marketing,16,1,2579.6,0
CUST_03840,Standard,Facebook Ads,40,2,1165.07,0
CUST_03841,Standard,Organic,26,0,4150.79,0
CUST_03842,Premium,Organic,13,2,4394.85,1
CUST_03843,Basic,Organic,6,5,132.99,0
CUST_03844,Premium,Facebook Ads,29,4,4495.91,0
CUST_03845,Premium,Email Marketing,10,6,2159.1,0
CUST_03846,Premium,Google Search,14,2,4348.96,0
CUST_03847,Standard,Email Marketing,5,5,4157.56,0
CUST_03848,Premium,Facebook Ads,4,0,1581.41,0
CUST_03849,Basic,Facebook Ads,23,1,2603.16,0
CUST_03850,Standard,Google Search,15,6,828.94,1
CUST_03851,Premium,Email Marketing,38,7,2774.98,0
CUST_03852,Premium,Facebook Ads,47,6,2368.42,0
CUST_03853,Premium,Facebook Ads,15,4,3819.88,0
CUST_03854,Premium,Organic,41,2,4070.36,0
CUST_03855,Standard,Email Marketing,43,7,4249.36,0
CUST_03856,Premium,Email Marketing,6,3,3284.42,0
CUST_03857,Standard,Google Search,3,5,1007.49,0
CUST_03858,Basic,Facebook Ads,10,4,768.39,0
CUST_03859,Premium,Facebook Ads,30,7,1831.96,0
CUST_03860,Standard,Email Marketing,13,UNKNOWN,2838.4,0
CUST_03861,Standard,Email Marketing,39,2,1047.14,0
CUST_03862,Basic,Organic,7,4,2669.41,0
CUST_03863,Basic,Google Search,12,4,685.26,0
CUST_03864,Premium,Organic,39,5,2018.87,0
CUST_03865,Premium,Facebook Ads,43,5,2472.24,0
CUST_03866,Basic,Organic,42,0,1295.68,0
CUST_03867,Premium,Organic,17,5,2441.5,0
CUST_03868,Basic,Facebook Ads,30,0,4208.52,1
CUST_03869,Standard,Email Marketing,34,2,2311.78,0
CUST_03870,Standard,Organic,43,5,4418.76,0
CUST_03871,Premium,Organic,40,5,1767.61,0
CUST_03872,Basic,Google Search,40,6,320.85,1
CUST_03873,Standard,Email Marketing,25,7,153.35,0
CUST_03874,Standard,Organic,5,UNKNOWN,3998.04,0
CUST_03875,Premium,Google Search,29,4,3419.19,0
CUST_03876,Standard,Facebook Ads,27,3,364.91,0
CUST_03877,Premium,Google Search,14,2,2012.7,0
CUST_03878,Standard,Organic,20,6,2122.52,0
CUST_03879,Standard,Google Search,21,6,3096.41,0
CUST_03880,Premium,Organic,48,2,4361.67,0
CUST_03881,Premium,Email Marketing,12,3,3282.09,0
CUST_03882,Standard,Google Search,37,4,352.55,0
CUST_03883,Standard,Email Marketing,39,2,317.28,0
CUST_03884,Premium,Organic,44,4,4390.18,0
CUST_03885,Standard,Organic,13,1,2315.05,0
CUST_03886,Basic,Facebook Ads,20,UNKNOWN,1486.67,0
CUST_03887,Standard,Email Marketing,6,7,644.44,0
CUST_03888,Standard,Email Marketing,6,2,1251.17,0
CUST_03889,Basic,Organic,35,2,NaN,0
CUST_03890,Premium,Email Marketing,3,1,289.08,0
CUST_03891,Standard,Email Marketing,34,1,2185.55,1
CUST_03892,Standard,Email Marketing,32,4,2383.05,0
CUST_03893,Premium,Email Marketing,26,0,3523.99,0
CUST_03894,Basic,Google Search,30,3,1428.68,0
CUST_03895,Basic,Organic,6,2,1703.61,0
CUST_03896,Premium,Email Marketing,43,2,2361.43,0
CUST_03897,Premium,Facebook Ads,16,7,1647.96,0
CUST_03898,Basic,Organic,48,5,343.5,0
CUST_03899,Basic,Email Marketing,39,2,1080.68,0
CUST_03900,Basic,Google Search,2,2,548.55,0
CUST_03901,Basic,Facebook Ads,30,0,4146.24,0
CUST_03902,Premium,Google Search,48,5,511.44,0
CUST_03903,Basic,Facebook Ads,24,7,134.63,1
CUST_03904,Standard,Organic,10,2,4269.04,0
CUST_03905,Premium,Organic,6,1,1485.45,0
CUST_03906,Premium,Email Marketing,34,1,2035.38,0
CUST_03907,Premium,Google Search,15,1,2052.76,0
